Recipient,Supplier,Year of order, ,Number ordered, ,Weapon designation,Weapon description,Number delivered, ,Year(s) of delivery,status,Comments,SIPRI TIV per unit,SIPRI TIV for total order,SIPRI TIV of delivered weapons
Australia,United States,1994,,50,?,Mk-46 Mod-5 NEARTIP,ASW torpedo,50,?,1995; 1996,New,No. could be up to 100,0.35,17.5,17.5
Australia,United States,1975,?,100,?,Mk-48,anti-ship/ASW torpedo,100,?,1977; 1978; 1979; 1980,New,For Oberon submarines,1.25,125,125
Australia,United States,1996,,20,,Mk-48,anti-ship/ASW torpedo,20,?,1996; 1997,New,Second-hand; $1.8 m deal; Mk-48 Mod-4 version,1.25,25,25
Australia,United States,1998,,5,,Mk-48,anti-ship/ASW torpedo,5,,1999,New,Second-hand; $0.4 m deal; Mk-48 Mod-4 version,1.25,6.25,6.25
Australia,United States,2003,?,150,?,Mk-48 Mod-5 ADCAP,anti-ship/ASW torpedo,150,?,2007; 2008; 2009; 2010; 2011,New,AUD465 m ($280 m) 'Project Sea-1429 Phase-2'; Mk-48 Mod-7 CBASS version; for Collins submarines,1.6,240,240
Australia,United States,2012,,200,?,Mk-54 LWT,ASW torpedo,200,?,2013; 2014; 2015; 2016,New,For MH-60R helicopters,0.5,100,100
Australia,United States,2015,?,100,?,Mk-54 LWT,ASW torpedo,100,?,2016; 2017; 2018; 2019,New,For P-8 ASW aircraft,0.5,50,50
Australia,United States,2020,?,6,?,MQ-4C Triton,UAV,0,,,New,Part of AUD3-4 b 'Project JP-2062' or 'Air-7000 Phase-1B'; MQ-4CN version; delivery planned 2024-2025,0,0,0
Australia,United States,1993,,2,,Newport,landing ship,2,,1994,Second hand,Second-hand (but modernized and modified 1996-2000 in Australia after delivery); AUS70 m 'Joint Project-2027 Phase-1'; Australian designation Kanimbla,30.17,60.34,60.34
Australia,United States,1951,,12,,P-2E Neptune,ASW aircraft,12,?,1951; 1952,New,,10,120,120
Australia,United States,1961,?,12,,P-2H Neptune,ASW aircraft,12,,1962,New,,15,180,180
Australia,United States,1964,,10,,P-3B Orion,ASW aircraft,10,,1969,New,,30,300,300
Australia,United States,1994,,3,,P-3B Orion,ASW aircraft,3,,1995; 1997; 1999,Second hand,Second-hand; $7 m 'Project Air-5276 Phase-2B' (incl 1 more for spare parts); delivered without ASW equipment; modified in Australia to TAP-3 for training,12,36,36
Australia,United States,1975,,10,,P-3C Orion Update-2,ASW aircraft,10,,1977; 1978; 1979,New,$229 m deal,50,500,500
Australia,United States,1982,,10,,P-3C Orion Update-2.5,ASW aircraft,10,?,1984; 1985; 1986,New,$366 m deal (partly paid with 9 Second-hand P-3B ASW aircraft),55,550,550
Australia,United States,2014,,12,,P-8A Poseidon,ASW aircraft,12,,2016; 2017; 2018; 2019; 2020,New,Incl production of components in Australia,125,1500,1500
Australia,United States,2021,,2,,P-8A Poseidon,ASW aircraft,0,,,New,Incl production of components in Australia; delivery probably planned 2024,125,250,0
Australia,United States,1980,,12,?,AVQ-26 Pave Tack,aircraft EO system,12,?,1985,New,For F-111C combat aircraft,1,12,12
Australia,United States,1996,,20,?,AVQ-26 Pave Tack,aircraft EO system,20,?,1997,Second hand,Second-hand; for F-111C and F-111G combat aircraft,0.4,8,8
Australia,United States,1980,?,350,?,Paveway,guided bomb,350,?,1982; 1983; 1984; 1985,New,GBU-12 Paveway-2 version,0.02,7,7
Australia,United States,1976,,2,,Perry,frigate,2,,1980; 1981,New,Deal worth AUD923 m for total of 4 ordered 1976; 1977 and 1980; Australian designation Adelaide,300,600,600
Australia,United States,1980,,1,,Perry,frigate,1,,1984,New,Deal worth $164 m (AUD923 m for total of 4 ordered 1976; 1977 and 1980); Australian designation Adelaide,300,300,300
Australia,United States,1977,,1,,Perry,frigate,1,,1983,New,Deal worth AUD923 m for total of 4 ordered 1976; 1977 and 1980; Australian designation Adelaide,300,300,300
Australia,United States,1983,,2,,Perry,frigate,2,,1992; 1993,New,Australian designation Adelaide,300,600,600
Australia,United States,1989,?,9,,Mk-15 Phalanx,naval gun,9,?,1990; 1991; 1992; 1993; 1994,New,For frigates; destroyers; AALS and support ships,7,63,63
Australia,United States,2014,?,9,?,Mk-15 Phalanx,naval gun,9,?,2015; 2016; 2018; 2019; 2020; 2021,New,Australian Phalanx Block-1A rebuilt to Block-1B,7,63,63
Australia,United States,1989,,15,,Piranha/LAV-25,IFV,15,,1991,Second hand,Second-hand; AUD25 m ($17-19 m) 'Project Land-112 Phase-1' or 'ASLAV programme Phase-1'; incl 1 LAV(R) ARV; Australian designation ASLAV,0.36,5.4,5.4
Australia,United States,1998,,51,,Popeye,ASM,51,?,2001; 2002; 2003; 2004,New,AUD90 m 'Project Air-5398'; AGM-142E version; for F-111C/G combat aircraft,0.9,45.9,45.9
Australia,United States,2001,?,70,?,Popeye,ASM,70,?,2005; 2006; 2007; 2008,New,,0.9,63,63
Australia,United States,2023,?,,,PrSM,SSM,0,,,New,For HIMARS multiple rocket launchers,0,0,0
Australia,United States,2003,,5,,PSTAR-ER,air search radar,5,?,2004; 2005; 2006,New,Part of AUD110 m ($73 m) 'Project Land-19 Phase-6'; for use with RBS-70 MANPADS,0.75,3.75,3.75
Australia,United States,1968,?,260,?,Redeye,portable SAM,260,?,1969; 1970,New,,0.04,10.4,10.4
Australia,United States,2022,,48,?,RQ-21 Blackjack,UAV,0,,,New,AUS307 m ($223 m) 'Land-129 Phase-2' programme; Integrator version; produced under licence in Australia; delivery planned from 2024,0.07,3.36,0
Australia,United States,1976,,16,,S-2E Tracker,ASW aircraft,16,,1977; 1978,Second hand,Second-hand; $9 m deal; S-2G version,3,48,48
Australia,United States,1966,,14,,S-2E Tracker,ASW aircraft,14,,1966; 1967,New,Part of deal worth AUD46 m; for use on aircraft carrier,7.5,105,105
Australia,United States,1950,,2,,S-51/H-5F,light helicopter,2,,1951,New,,0.3,0.6,0.6
Australia,United States,1986,,14,,S-70 Black Hawk,transport helicopter,14,,1987; 1988,New,$210 m 'Project Air 5046'; incl 13 assembled in Australia; S-70A-9 version,6.5,91,91
Australia,United States,1987,,25,,S-70 Black Hawk,transport helicopter,25,,1989; 1990; 1991,New,Part of $202 m 'Project Air 5046'; S-70A-9 version,6.5,162.5,162.5
Australia,United States,2022,?,40,,S-70 Black Hawk,transport helicopter,3,,2023,New,AUD2.8 b ($2 b) deal; UH-60M version; delivery planned 2023-2025,7.25,290,21.75
Australia,United States,2007,,4,?,ScanEagle,UAV,4,?,2007,New,Leased for use in Iraq and Afghanistan and Iraq,0.04,0.16,0.16
Australia,United States,1985,,8,,S-70B/SH-60B Seahawk,ASW helicopter,8,,1989,New,$219 m deal; S-70B-2 version,17,136,136
Australia,United States,1986,,8,,S-70B/SH-60B Seahawk,ASW helicopter,8,?,1990; 1991,New,$132 m deal; S-70B-2 version; assembled in Australia from kits,17,136,136
Australia,United States,2010,,10,?,RQ-7 Shadow-200,UAV,10,?,2011; 2012,New,AUD175 m ($157 m) deal (incl 4 control systems); for use in Afghanistan,0.1,1,1
Australia,United States,2007,?,6,,ship engine,ship engine,6,,2017; 2018; 2020,New,Caterpillar (6120hp) diesel engine; for 3 Hobart destroyers from Spain; from Spanish production line,2.5,15,15
Australia,United States,1973,,200,?,RIM-66B Standard-1MR,SAM,200,?,1974; 1975; 1976; 1977; 1978,New,For modernized Adams (Perth) destroyers,0.25,50,50
Australia,United States,1976,,200,?,RIM-66B Standard-1MR,SAM,200,?,1980; 1981; 1982; 1983; 1984,New,For Perry (Adelaide) frigates,0.25,50,50
Australia,United States,1987,?,100,?,RIM-66B Standard-1MR,SAM,100,?,1993; 1994; 1995; 1996,New,$50 m deal; for Perry (Adelaide) frigates,0.25,25,25
Australia,United States,1988,,40,?,RIM-66B Standard-1MR,SAM,40,?,1988,Second hand,Second-hand; $25-31 m deal; for training,0.1,4,4
Australia,United States,2005,?,175,?,Standard Missile-2MR,SAM,175,?,2008; 2009; 2010; 2011; 2012; 2013,New,'Project Sea 1390-4B'; SM-2 Block-3A version; for modernized Perry (Adelaide) frigates,0.3,52.5,52.5
Australia,United States,2016,?,80,,Standard Missile-2MR,SAM,80,?,2020; 2021; 2022; 2023,New,SM-2 Block-3B version; probably for Hobart destroyers,0.3,24,24
Australia,United States,2009,,3,,SPQ-9,fire control radar,3,,2017; 2018; 2020,New,For 3 Hobart destroyers from Spain,3.5,10.5,10.5
Australia,United States,1993,,8,,SPS-49,air search radar,8,,1996; 1998; 2001; 2002; 2003; 2004; 2005; 2006,New,For 8 MEKO-200 (Anzac) frigates from FRG; AN/SPS-49V(8) version,5,40,40
Australia,United States,2008,,3,,SPY-1F,air search radar,3,,2017; 2018; 2020,New,For 3 Hobart destroyers from Spain,20,60,60
Australia,United States,1962,?,200,?,RIM-24 Tartar,SAM,200,?,1965; 1966; 1967,New,For Adams destroyers,0.12,24,24
Australia,United States,1982,,7,,TPQ-36 Firefinder,artillery locating radar,7,?,1986; 1987,New,Incl production of components on Australia,3,21,21
Australia,United States,1984,?,6,,TPS-25,ground surv radar,6,?,1985,New,,0.95,5.7,5.7
Australia,United States,1965,?,3,?,TPS-43,air search radar,3,?,1967; 1968; 1969,New,Part of 'Hub Cap' air surveillance network,9,27,27
Australia,United States,1977,?,3,,TPS-43,air search radar,3,?,1982,New,For 'Recap' improvement programme of 'Hub Cap' air surveillance network,9,27,27
Australia,United States,1998,,4,,TPS-77,air search radar,4,?,2004; 2005,New,AUD125-150 m ($68-90 m) 'Project Air-5375',11,44,44
Australia,United States,2007,?,3,,Type-2150,ASW sonar,3,,2017; 2018; 2020,New,For 3 Hobart destroyers from Spain,30,90,90
Australia,United States,1961,,24,,Bell-204B/UH-1B,helicopter,24,,1962; 1963; 1964,New,Incl for SAR,2.1,50.4,50.4
Australia,United States,1963,?,7,,Bell-204B/UH-1B,helicopter,7,?,1964; 1965; 1966,New,,2.1,14.7,14.7
Australia,United States,1965,?,8,,Bell-205/UH-1D,helicopter,8,,1966; 1967,New,,2.2,17.6,17.6
Australia,United States,1969,,11,,Bell-205/UH-1H,helicopter,11,,1969; 1970; 1971; 1973,New,,2.62,28.82,28.82
Australia,United States,1967,,23,,Bell-205/UH-1H,helicopter,23,,1968; 1970,New,,2.62,60.26,60.26
Australia,United States,1992,,97,?,vehicle engine,vehicle engine,97,?,1994; 1995; 1996,New,6V-53T (275hp) diesel engine; for 97 Piranha/LAV-25 (ASLAV) APC and IFV from Canada,0.03,2.91,2.91
Australia,United States,1995,,14,,vehicle engine,vehicle engine,14,?,1996,New,6V-53T (275hp) diesel engine; for 14 LAV-25 (ASLAV) IFV from Canada,0.03,0.42,0.42
Australia,United States,1998,,150,,vehicle engine,vehicle engine,150,?,2002; 2003; 2004; 2005,New,6V-53T (275hp) diesel engine; for 150 Piranha (LAV-25 or ASLAV) APC from Canada,0.03,4.5,4.5
Australia,United States,2011,,101,?,vehicle engine,vehicle engine,101,?,2012,New,Caterpillar-3126 ATTAC (300hp) diesel engine for 101 Bushmaster APC produced in Australia,0.03,3.03,3.03
Australia,United States,1999,?,299,?,vehicle engine,vehicle engine,299,?,2005; 2006; 2007,New,Caterpillar-3126 ATTAC (300hp) diesel engine; for 299 Bushmaster APC produced in Australia,0.03,8.97,8.97
Australia,United States,2006,,144,?,vehicle engine,vehicle engine,144,?,2007; 2008,New,Caterpillar-3126 ATTAC (300hp) diesel engine for 144 Bushmaster APC produced in Australia,0.03,4.32,4.32
Australia,United States,2007,,253,?,vehicle engine,vehicle engine,253,?,2008; 2009; 2010,New,Caterpillar-3126 ATTAC (300hp) diesel engine for 253 Bushmaster APC produced in Australia,0.03,7.59,7.59
Australia,United States,2008,,41,?,vehicle engine,vehicle engine,41,?,2010,New,Caterpillar-3126 ATTAC (300hp) diesel engine for 41 Bushmaster APC produced in Australia,0.03,1.23,1.23
Australia,United States,2012,,214,?,vehicle engine,vehicle engine,214,?,2012; 2013; 2014,New,Caterpillar-3126 ATTAC (300hp) diesel engine for 214 Bushmaster APC from Ireland,0.03,6.42,6.42
Australia,United States,2023,,78,?,vehicle engine,vehicle engine,0,,,New,Caterpillar-3126 (300hp) diesel engine for 78 Bushmaster APC from Ireland,0.03,2.34,0
Australia,United States,2023,?,2,,Virginia,nuclear submarine,0,,,Second hand,Second-hand; part of 'AUKUS' agreement; Virginia Block-4 version; delivery planned 2032-2035; selected 2023 but not ordered by end-2023,0,0,0
Australia,United States,2023,?,1,,Virginia,nuclear submarine,0,,,New,Part of 'AUKUS' agreement; Virginia Block-7 version; option on 2 more; delivery planned 2038; selected 2023 but not ordered by end-2023,0,0,0
Azerbaijan,Belarus,2016,?,26,,2A36 Giatsint-B 152mm,towed gun,26,,2017,Second hand,Second-hand,0.4,10.4,10.4
Azerbaijan,Belarus,2008,?,3,?,2S7 Pion 203mm,self-propelled gun,3,,2008,Second hand,Second-hand,0.44,1.32,1.32
Azerbaijan,Belarus,2009,,9,?,2S7 Pion 203mm,self-propelled gun,9,,2009,Second hand,Second-hand,0.44,3.96,3.96
Azerbaijan,Belarus,2017,?,300,?,A200,guided rocket,300,?,2018,New,For Polonez MRL,0.1,30,30
Azerbaijan,Belarus,2012,,2,?,Buk-1M,SAM system,2,,2013; 2014,Second hand but modernized,Second-hand but modernized before delivery to Buk-MB version,33,66,66
Azerbaijan,Belarus,2009,?,30,?,D-30 122mm,towed gun,30,,2010,Second hand,Second-hand,0.14,4.2,4.2
Azerbaijan,Belarus,2017,?,6,?,Polonez,self-propelled MRL,6,,2018,New,,1.2,7.2,7.2
Azerbaijan,Belarus,2009,?,11,?,Su-25,ground attack aircraft,11,,2009; 2010; 2011; 2012,Second hand,Second-hand,4.6,50.6,50.6
Azerbaijan,Belarus,2004,?,60,?,T-72M1,tank,60,,2005; 2006,Second hand,Second-hand,1.04,62.4,62.4
Azerbaijan,Belarus,2010,?,93,?,T-72M1,tank,93,?,2011; 2012,Second hand,Second-hand,1.04,96.72,96.72
Azerbaijan,Bulgaria,2002,?,36,?,M-46 130mm,towed gun,36,,2002,Second hand,Second-hand,0.26,9.36,9.36
Azerbaijan,Czechia,2016,?,30,?,RM-70 122mm,self-propelled MRL,30,?,2017; 2018,Second hand,Second-hand; refurbished before delivery; delivery via Slovakia and Israel,0.36,10.8,10.8
Azerbaijan,Georgia,1996,?,6,?,Su-25,ground attack aircraft,6,?,2002,New,,11.5,69,69
Azerbaijan,Israel,2007,,4,,Aerostar,UAV,4,,2008,New,,0.1,0.4,0.4
Azerbaijan,Israel,2010,,10,?,Aerostar,UAV,10,?,2011; 2012,New,Incl production of components in Azerbaijan,0.1,1,1
Azerbaijan,Israel,2008,,5,?,ATMOS-2000 155mm,self-propelled gun,5,?,2010,New,,1.25,6.25,6.25
Azerbaijan,Israel,2011,?,40,?,Barak-ER,SAM,40,?,2016,New,For Barak-MX SAM system,1,40,40
Azerbaijan,Israel,2011,?,40,?,Barak-LRAD,SAM,40,?,2016,New,For Barak-MX SAM system,0.9,36,36
Azerbaijan,Israel,2011,?,1,?,Barak-MX,SAM system,1,?,2016,New,Part of $1.6 b deal,47,47,47
Azerbaijan,Israel,2008,,10,?,CARDOM 120mm,self-propelled mortar,10,?,2010; 2011,New,,0.35,3.5,3.5
Azerbaijan,Israel,2005,?,50,?,EXTRA,guided rocket/SSM,50,?,2008; 2009,New,For Lynx MRL,0.15,7.5,7.5
Azerbaijan,Israel,2014,?,100,?,Harop,loitering munition,100,?,2015; 2016; 2017; 2018,New,,0.6,60,60
Azerbaijan,Israel,2008,,10,?,Hermes-450,UAV,10,?,2011; 2012; 2013,New,,2,20,20
Azerbaijan,Israel,2017,?,2,?,Hermes-900,UAV,2,?,2017; 2018,New,,3,6,6
Azerbaijan,Israel,2011,?,5,?,Heron,UAV,5,?,2013,New,Part of $1.6 b deal,3,15,15
Azerbaijan,Israel,2013,,100,?,LAHAT,anti-tank missile,100,?,2015; 2016,New,,0.04,4,4
Azerbaijan,Israel,2017,?,50,?,LORA,SSM,50,?,2018,New,,1.7,85,85
Azerbaijan,Israel,2017,?,4,?,LORA,self-propelled MRL,4,?,2018,New,,0.9,3.6,3.6
Azerbaijan,Israel,2005,?,6,?,Lynx,self-propelled MRL,6,?,2006,New,Azerbaijani designation Dolu-1; Leysan and Shimsek,1.1,6.6,6.6
Azerbaijan,Israel,2014,,2,?,EL/M-2288 AD-STAR,air search radar,2,?,2016,New,,13,26,26
Azerbaijan,Israel,2023,,2,,OptSat-500,recce satellite,0,,,New,,0,0,0
Azerbaijan,Israel,2013,,6,,OPV-62,FAC,6,?,2015; 2016; 2017; 2018,New,,57.5,345,345
Azerbaijan,Israel,2016,,100,?,Orbiter-1K,loitering munition,100,?,2016; 2017; 2018; 2019; 2020,New,Incl assembly/production in Azerbaijan as Zerba,0.15,15,15
Azerbaijan,Israel,2016,,10,?,Orbiter-3,UAV,10,?,2016; 2017,New,Orbiter-3 version,0.05,0.5,0.5
Azerbaijan,Israel,2015,,100,?,SandCat,APV,100,?,2016; 2017; 2018,New,,0.14,14,14
Azerbaijan,Israel,2017,?,10,?,SandCat SPEAR 120mm,self-propelled mortar,10,?,2018,New,,0.5,5,5
Azerbaijan,Israel,2015,,10,?,SandCat Spike-LR,SSM launcher,10,?,2016,New,,0.16,1.6,1.6
Azerbaijan,Israel,2011,?,5,?,Searcher,UAV,5,?,2013,New,Part of $1.6 b deal,0.3,1.5,1.5
Azerbaijan,Israel,2013,?,6,,Shaldag,FAC,6,?,2014; 2015,New,Assembled or produced in Azerbaijan,7,42,42
Azerbaijan,Israel,2016,?,250,?,SkyStriker,loitering munition,250,?,2018; 2019; 2020,New,,0.15,37.5,37.5
Azerbaijan,Israel,2008,,100,?,Spike-MR/LR,anti-tank missile,100,?,2009; 2010,New,Spike-LR version,0.03,3,3
Azerbaijan,Israel,2015,?,250,?,Spike-MR/LR,anti-tank missile,250,?,2016,New,Spike-LR version for SandCar tank destroyers,0.03,7.5,7.5
Azerbaijan,Israel,2013,?,250,?,Spike-NLOS,SSM/ASM,250,?,2014; 2015; 2016; 2017; 2018,New,For OPV-62 and Shaldag FAC,0.15,37.5,37.5
Azerbaijan,Israel,2019,?,100,?,Spike-NLOS,SSM/ASM,100,?,2019; 2020,New,Incl for Mi-17 helicopters and SandCat APV,0.15,15,15
Azerbaijan,Israel,2008,,10,?,Sufa,APV,10,?,2009; 2010,New,,0.12,1.2,1.2
Azerbaijan,Italy,2023,,,,C-27J Spartan,transport aircraft,0,,,New,,16,0,0
Azerbaijan,Pakistan,2017,,10,,MFI-17 Supporter,trainer aircraft,10,?,2018,New,Super Mushshak version,0.24,2.4,2.4
Azerbaijan,Russia,2011,?,18,,2S19 MSTA-S 152mm,self-propelled gun,18,?,2012; 2013; 2014,New,,1.75,31.5,31.5
Azerbaijan,Russia,2011,?,18,?,2S31 Vena,self-propelled mortar,18,?,2012; 2013; 2014,New,,0.9,16.2,16.2
Azerbaijan,Russia,2010,,200,?,48N6,SAM,200,?,2011,New,For S-300PMU-2 (SA-20B) SAM system,1.1,220,220
Azerbaijan,Russia,2012,,100,?,9M317,SAM,100,?,2013; 2014,New,For Buk-MB (SA-11 or SA-17) SAM systems from Belarus,0.25,25,25
Azerbaijan,Russia,2012,,100,?,9M38,SAM,100,?,2013; 2014,Second hand,For Buk-MB (SA-11 or SA-17) SAM systems from Belarus,0.06,6,6
Azerbaijan,Russia,2011,?,1000,?,Bastion,anti-tank missile,1000,?,2013; 2014; 2015,New,For BMP-3 IFV,0.02,20,20
Azerbaijan,Russia,2011,,118,?,BMP-3,IFV,118,?,2013; 2014; 2015,New,BMP-3M version,1.45,171.1,171.1
Azerbaijan,Russia,2007,?,70,?,BTR-80A,IFV,70,?,2007; 2008; 2010,New,,0.9,63,63
Azerbaijan,Russia,2013,?,76,?,BTR-82A,IFV,76,?,2017; 2018,New,,0.95,72.2,72.2
Azerbaijan,Russia,2011,?,1000,?,Igla-S,portable SAM,1000,?,2012; 2013,New,Deal incl also 200 launchers,0.08,80,80
Azerbaijan,Russia,2017,?,24,?,Khrizantema,tank destroyer,24,?,2017; 2018,New,,1.1,26.4,26.4
Azerbaijan,Russia,2017,?,800,?,Khrizantema,anti-tank missile,800,?,2017; 2018,New,For 24 Khrizantema-S tank destroyers,0.07,56,56
Azerbaijan,Russia,2008,?,100,?,Kornet,anti-tank missile,100,?,2009; 2010,New,,0.04,4,4
Azerbaijan,Russia,2010,?,66,?,Mi-17,transport helicopter,66,?,2010; 2011; 2012; 2013; 2014; 2015,New,Incl 20 for border guard and 6 for police,7.25,478.5,478.5
Azerbaijan,Russia,2010,,24,,Mi-35M,combat helicopter,24,?,2011; 2012; 2013; 2014,New,$360 m deal; Mi-35M version (possibly second-hand Mi-24 rebuilt to Mi-35M),11.5,276,276
Azerbaijan,Russia,2010,,2,,S-300PMU2 Favorit,SAM system,2,?,2011,New,$300 m deal,55,110,110
Azerbaijan,Russia,2011,?,18,?,BM-9A52 Smerch,self-propelled MRL,18,?,2012; 2013; 2014,New,,1.2,21.6,21.6
Azerbaijan,Russia,2006,?,62,?,T-72M1,tank,62,?,2007,Second hand,Probably second-hand,1.04,64.48,64.48
Azerbaijan,Russia,2011,,100,?,T-90S,tank,100,,2013; 2014; 2015,New,,4,400,400
Azerbaijan,Russia,2011,?,36,?,TOS-1,self-propelled MRL,36,?,2013; 2014; 2015; 2016; 2017,New,,1.2,43.2,43.2
Azerbaijan,South Africa,2009,,25,,Marauder,APC,25,?,2009; 2010; 2011,New,Incl assembly in Azerbaijan,0.22,5.5,5.5
Azerbaijan,South Africa,2011,,30,,Marauder,APC,30,?,2012,New,Assembled in Azerbaijan,0.22,6.6,6.6
Azerbaijan,South Africa,2012,,30,?,Marauder,APC,30,?,2013; 2014; 2015,New,Assembled in Azerbaijan,0.22,6.6,6.6
Azerbaijan,South Africa,2009,,25,,Matador,APC,25,?,2010; 2011,New,Incl assembly in Azerbaijan,0.32,8,8
Azerbaijan,South Africa,2011,,35,?,Matador,APC,35,?,2012; 2015,New,Incl. assembly in Azerbaijan,0.32,11.2,11.2
