Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
Argentina,Mk-37,ASW torpedo,Missiles,1977,Yes,25,Yes,1984,Yes,Second hand,1,0.4,10,No
Argentina,Navajo ATF,tug,Ships,1993,Yes,1,No,1994,No,Second hand,30,12,12,No
Argentina,Navajo ATF,tug,Ships,1961,No,2,No,1961,No,Second hand,30,12,24,No
Argentina,Navajo ATF,tug,Ships,1975,No,1,No,1975,No,Second hand,30,12,12,No
Argentina,OH-23,light helicopter,Aircraft,1959,Yes,8,Yes,1960,Yes,New,0.24,0.24,1.92,No
Argentina,OH-6,light helicopter,Aircraft,1972,No,6,No,1974,No,New,0.7,0.7,4.2,No
Argentina,OH-6,light helicopter,Aircraft,1969,Yes,7,Yes,1969,No,New,0.7,0.7,4.9,No
Argentina,OH-6,light helicopter,Aircraft,1969,Yes,7,Yes,1970,No,New,0.7,0.7,4.9,No
Argentina,OV-1 Mohawk,reconnaissance aircraft,Aircraft,1992,Yes,1,Yes,1992,No,Second hand,5,2,2,No
Argentina,OV-1 Mohawk,reconnaissance aircraft,Aircraft,1992,Yes,9,Yes,1995,Yes,Second hand,5,2,18,No
Argentina,P-2E,ASW aircraft,Aircraft,1957,Yes,6,Yes,1959,Yes,Second hand,10,4,24,No
Argentina,P-2H Neptune,ASW aircraft,Aircraft,1976,Yes,4,No,1977,No,Second hand,15,6,24,No
Argentina,P-2H Neptune,ASW aircraft,Aircraft,1966,No,6,No,1967,No,Second hand,15,6,36,No
Argentina,P-3B,ASW aircraft,Aircraft,1996,No,3,No,1998,No,Second hand,30,12,36,No
Argentina,P-3B,ASW aircraft,Aircraft,1996,No,3,Yes,1999,No,Second hand,30,12,36,No
Argentina,PA-23 Apache,light transport aircraft,Aircraft,1965,Yes,5,No,1965,Yes,New,0.38,0.38,1.9,No
Argentina,PA-23 Aztec,light aircraft,Aircraft,1963,Yes,6,No,1964,No,New,0.35,0.35,2.1,No
Argentina,PA-28 Cherokee,light aircraft,Aircraft,1978,Yes,14,Yes,1979,Yes,New,0.14,0.14,1.96,No
Argentina,PA-28 Cherokee,light aircraft,Aircraft,2014,Yes,1,No,2015,No,Second hand,0.14,0.06,0.06,No
Argentina,PA-31,light transport aircraft,Aircraft,1969,Yes,5,No,1969,No,New,0.75,0.75,3.75,No
Argentina,PA-31,light transport aircraft,Aircraft,1989,Yes,1,No,1990,No,New,0.75,0.75,0.75,No
Argentina,PBM-5 Mariner,maritime patrol aircraft,Aircraft,1956,Yes,10,Yes,1956,Yes,Second hand,7.5,3,30,No
Argentina,PBY-5A Catalina,maritime patrol aircraft,Aircraft,1953,Yes,3,Yes,1953,Yes,Second hand,3.1,1.24,3.72,No
Argentina,PC-6B Porter,light transport aircraft,Aircraft,1968,Yes,4,No,1971,No,New,0.8,0.8,3.2,No
Argentina,PC-9 -,trainer aircraft,Aircraft,2017,No,4,No,2017,No,New,1.65,1.65,6.6,No
Argentina,PC-9 -,trainer aircraft,Aircraft,2017,No,4,No,2018,No,New,1.65,1.65,6.6,No
Argentina,PC-9 -,trainer aircraft,Aircraft,2017,No,4,No,2019,No,New,1.65,1.65,6.6,No
Argentina,Queen Air,light transport aircraft,Aircraft,1970,Yes,3,No,1971,No,New,0.6,0.6,1.8,No
Argentina,Queen Air,light transport aircraft,Aircraft,1970,Yes,4,Yes,1972,Yes,New,0.6,0.6,2.4,No
Argentina,RDR-1500,MP aircraft radar,Sensors,1993,Yes,4,No,1996,No,New,2.25,2.25,9,No
Argentina,S-2A Tracker,ASW aircraft,Aircraft,1960,Yes,6,No,1962,No,Second hand,6,2.4,14.4,No
Argentina,S-2E Tracker,ASW aircraft,Aircraft,1977,Yes,6,No,1978,No,Second hand,7.5,3,18,No
Argentina,S-2E Tracker,ASW aircraft,Aircraft,1993,No,3,No,1995,No,Second hand,7.5,3,9,No
Argentina,S-51,light helicopter,Aircraft,1953,Yes,15,No,1954,Yes,New,0.3,0.3,4.5,No
Argentina,S-55,helicopter,Aircraft,1960,Yes,12,Yes,1961,Yes,New,1.2,1.2,14.4,No
Argentina,S-55,helicopter,Aircraft,1958,Yes,5,Yes,1958,Yes,New,1.2,1.2,6,No
Argentina,S-58T,helicopter,Aircraft,1972,Yes,2,No,1973,No,New,2.25,2.25,4.5,No
Argentina,S-61 Sea King,transport helicopter,Aircraft,2007,No,2,No,2008,No,Second hand but modernized,6,3.96,7.92,No
Argentina,S-61 Sea King,transport helicopter,Aircraft,2007,No,2,No,2009,No,Second hand but modernized,6,3.96,7.92,No
Argentina,S-61 Sea King,transport helicopter,Aircraft,2021,No,2,No,2022,No,Second hand but modernized,6,3.96,7.92,No
Argentina,SA-315,light helicopter,Aircraft,2001,No,1,No,2001,No,Second hand,0.75,0.3,0.3,No
Argentina,Sabreliner-60,light transport aircraft,Aircraft,1975,Yes,2,Yes,1977,Yes,New,5,5,10,No
Argentina,Schweizer-330,light helicopter,Aircraft,1997,Yes,2,No,1997,No,New,0.45,0.45,0.9,No
Argentina,SH-34,ASW helicopter,Aircraft,1960,Yes,1,Yes,1960,Yes,New,5,5,5,No
Argentina,SH-34,ASW helicopter,Aircraft,1960,Yes,4,Yes,1962,No,Second hand,5,2,8,No
Argentina,SH-3D Sea King,ASW helicopter,Aircraft,1971,No,4,No,1972,No,New,11,11,44,No
Argentina,SH-3D Sea King,ASW helicopter,Aircraft,1977,Yes,1,No,1978,No,New,11,11,11,No
Argentina,Sotoyomo,tug,Ships,1971,Yes,5,No,1972,No,Second hand,17,6.8,34,No
Argentina,Sumner FRAM-2,destroyer,Ships,1974,No,1,No,1974,No,Second hand,130,52,52,No
Argentina,Sumner FRAM-2,destroyer,Ships,1972,No,2,No,1972,No,Second hand,130,52,104,No
Argentina,Super Cub,light aircraft,Aircraft,1957,Yes,11,No,1957,No,New,0.06,0.06,0.66,No
Argentina,T-28A,trainer aircraft,Aircraft,1960,Yes,52,Yes,1960,No,Second hand,0.75,0.3,15.6,No
Argentina,T-34,trainer aircraft,Aircraft,1956,Yes,10,Yes,1959,Yes,New,0.19,0.19,1.9,Yes
Argentina,T-34,trainer aircraft,Aircraft,1956,Yes,10,Yes,1960,Yes,New,0.19,0.19,1.9,Yes
Argentina,T-34,trainer aircraft,Aircraft,1956,Yes,10,Yes,1961,Yes,New,0.19,0.19,1.9,Yes
Argentina,T-34,trainer aircraft,Aircraft,1956,Yes,10,Yes,1962,Yes,New,0.19,0.19,1.9,Yes
Argentina,T-34,trainer aircraft,Aircraft,1956,Yes,10,Yes,1963,Yes,New,0.19,0.19,1.9,Yes
Argentina,T-34,trainer aircraft,Aircraft,1956,Yes,10,Yes,1964,Yes,New,0.19,0.19,1.9,Yes
Argentina,T-34,trainer aircraft,Aircraft,1956,Yes,10,Yes,1965,Yes,New,0.19,0.19,1.9,Yes
Argentina,T-34,trainer aircraft,Aircraft,1956,Yes,10,Yes,1957,No,New,0.19,0.19,1.9,Yes
Argentina,T-34,trainer aircraft,Aircraft,1956,Yes,10,Yes,1958,No,New,0.19,0.19,1.9,Yes
Argentina,T-34C,trainer aircraft,Aircraft,1977,No,16,No,1978,No,New,1.35,1.35,21.6,No
Argentina,T-6 Texan,trainer aircraft,Aircraft,1957,Yes,5,Yes,1959,Yes,Second hand,0.25,0.1,0.5,No
Argentina,T-6 Texan,trainer aircraft,Aircraft,1955,Yes,5,No,1956,No,Second hand,0.25,0.1,0.5,No
Argentina,TFE-731 (1600),turbofan,Engines,2009,Yes,3,Yes,2013,No,New,0.6,0.6,1.8,No
Argentina,TFE-731 (1600),turbofan,Engines,2009,Yes,4,Yes,2012,No,New,0.6,0.6,2.4,No
Argentina,TFE-731 (1600),turbofan,Engines,2009,Yes,2,Yes,2015,Yes,New,0.6,0.6,1.2,No
Argentina,TFE-731 (1600),turbofan,Engines,2009,Yes,2,Yes,2016,Yes,New,0.6,0.6,1.2,No
Argentina,TFE-731 (1600),turbofan,Engines,1980,Yes,6,Yes,1988,No,New,0.6,0.6,3.6,No
Argentina,TFE-731 (1600),turbofan,Engines,1980,Yes,6,Yes,1989,No,New,0.6,0.6,3.6,No
Argentina,TFE-731 (1600),turbofan,Engines,1980,Yes,6,Yes,1990,No,New,0.6,0.6,3.6,No
Argentina,TFE-731 (1600),turbofan,Engines,2001,Yes,6,Yes,2009,Yes,New,0.6,0.6,3.6,No
Argentina,TFE-731 (1600),turbofan,Engines,1998,Yes,1,No,1999,No,New,0.6,0.6,0.6,No
Argentina,TFE-731 (1600),turbofan,Engines,2013,Yes,5,Yes,2019,No,New,0.6,0.6,3,No
Argentina,TFE-731 (1600),turbofan,Engines,2013,Yes,1,Yes,2020,No,New,0.6,0.6,0.6,No
Argentina,TFE-731 (1600),turbofan,Engines,2013,Yes,2,Yes,2022,No,New,0.6,0.6,1.2,No
Argentina,TFE-731 (1600),turbofan,Engines,2013,Yes,1,Yes,2023,No,New,0.6,0.6,0.6,No
Argentina,TOW,anti-tank missile,Missiles,2000,No,21,No,2003,No,New,0.01,0.01,0.21,No
Argentina,TOW,anti-tank missile,Missiles,2000,No,21,No,2002,No,New,0.01,0.01,0.21,No
Argentina,TPS-43,air search radar,Sensors,1978,Yes,6,Yes,1978,No,New,9,9,54,No
Argentina,TPS-43,air search radar,Sensors,2003,No,2,No,2004,No,Second hand,9,3.6,7.2,No
Argentina,TPS-43,air search radar,Sensors,2004,No,3,Yes,2004,No,Second hand,9,3.6,10.8,No
Argentina,TPS-44,air search radar,Sensors,1980,No,6,Yes,1981,Yes,New,4.76,4.76,28.56,No
Argentina,UH-1H,helicopter,Aircraft,1968,Yes,2,No,1978,No,New,2.62,2.62,5.24,No
Argentina,UH-1H,helicopter,Aircraft,1968,Yes,11,No,1973,No,New,2.62,2.62,28.82,No
Argentina,UH-1H,helicopter,Aircraft,1968,Yes,5,No,1975,No,New,2.62,2.62,13.1,No
Argentina,UH-1H,helicopter,Aircraft,1968,Yes,4,No,1976,No,New,2.62,2.62,10.48,No
Argentina,UH-1H,helicopter,Aircraft,1968,Yes,2,No,1971,No,New,2.62,2.62,5.24,No
Argentina,UH-1H,helicopter,Aircraft,1968,Yes,2,No,1970,No,New,2.62,2.62,5.24,No
Argentina,UH-1H,helicopter,Aircraft,1968,Yes,6,No,1969,No,New,2.62,2.62,15.72,No
Argentina,UH-1H,helicopter,Aircraft,1978,No,6,No,1978,No,New,2.62,2.62,15.72,No
Argentina,UH-1H,helicopter,Aircraft,1992,Yes,8,Yes,1994,No,Second hand,2.62,1.05,8.38,No
Argentina,UH-1H,helicopter,Aircraft,1992,Yes,6,No,1992,No,Second hand,2.62,1.05,6.29,No
Argentina,UH-1H,helicopter,Aircraft,1992,Yes,2,No,1998,Yes,Second hand,2.62,1.05,2.1,No
Argentina,UH-1H,helicopter,Aircraft,1992,Yes,4,No,2000,No,Second hand,2.62,1.05,4.19,No
Argentina,UH-1H,helicopter,Aircraft,1992,Yes,5,No,2001,No,Second hand,2.62,1.05,5.24,No
Argentina,UH-1H,helicopter,Aircraft,1996,No,2,No,1999,No,Second hand,2.62,1.05,2.1,No
Argentina,UH-1H,helicopter,Aircraft,1996,No,6,No,2000,No,Second hand,2.62,1.05,6.29,No
Argentina,UH-1H,helicopter,Aircraft,1996,No,8,No,1997,No,Second hand,2.62,1.05,8.38,No
Argentina,UH-1H,helicopter,Aircraft,2006,Yes,5,No,2007,No,Second hand,2.62,1.05,5.24,No
Argentina,UH-1H Huey-2,helicopter,Aircraft,2004,No,1,Yes,2005,No,New,3.1,3.1,3.1,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2004,No,3,Yes,2006,No,New,3.1,3.1,9.3,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2004,No,3,Yes,2007,No,New,3.1,3.1,9.3,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2004,No,2,Yes,2008,No,New,3.1,3.1,6.2,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2010,No,New,3.1,3.1,3.1,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,No,2014,Yes,New,3.1,3.1,3.1,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2015,Yes,New,3.1,3.1,3.1,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2016,Yes,New,3.1,3.1,3.1,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,2,Yes,2017,No,New,3.1,3.1,6.2,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,No,2019,No,New,3.1,3.1,3.1,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2020,Yes,New,3.1,3.1,3.1,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2021,Yes,New,3.1,3.1,3.1,Yes
Argentina,UH-1H Huey-2,helicopter,Aircraft,2006,Yes,1,Yes,2022,Yes,New,3.1,3.1,3.1,Yes
Argentina,vehicle engine 100-200,vehicle engine,Engines,1980,No,5,No,1980,No,New,0.01,0.01,0.05,No
Austria,AIM-9J,SRAAM,Missiles,1992,No,20,Yes,1998,No,New,0.09,0.09,1.8,No
Austria,Bell-206,light helicopter,Aircraft,1975,Yes,9,Yes,1975,No,New,0.7,0.7,6.3,No
Austria,Bell-206,light helicopter,Aircraft,1975,Yes,3,Yes,1976,No,New,0.7,0.7,2.1,No
Austria,Bell-47,light helicopter,Aircraft,1956,No,1,No,1956,No,New,0.24,0.24,0.24,No
Austria,Bell-47,light helicopter,Aircraft,1956,Yes,3,No,1956,No,New,0.24,0.24,0.72,No
Austria,Bell-47,light helicopter,Aircraft,1956,Yes,15,No,1957,No,New,0.24,0.24,3.6,No
Austria,Centurion-105 TUR,tank turret,Other,1984,No,60,Yes,1985,Yes,Second hand,0.75,0.3,18,No
Austria,Centurion-105 TUR,tank turret,Other,1984,No,60,Yes,1986,Yes,Second hand,0.75,0.3,18,No
Austria,Cessna-180 Skywagon,light aircraft,Aircraft,1956,Yes,2,Yes,1956,Yes,New,0.18,0.18,0.36,No
Austria,DHC-2,light transport aircraft,Aircraft,1959,Yes,6,No,1959,No,Second hand,0.38,0.15,0.91,No
Austria,J-85 (1250),turbojet,Engines,1968,No,30,Yes,1970,No,New,0.6,0.6,18,No
Austria,J-85 (1250),turbojet,Engines,1968,No,40,Yes,1971,No,New,0.6,0.6,24,No
Austria,J-85 (1250),turbojet,Engines,1968,No,30,Yes,1972,No,New,0.6,0.6,18,No
Austria,M-101 105mm,towed gun,Artillery,1955,Yes,54,Yes,1956,Yes,Second hand,0.45,0.18,9.72,No
Austria,M-101 105mm,towed gun,Artillery,1955,Yes,54,Yes,1957,Yes,Second hand,0.45,0.18,9.72,No
Austria,M-109 155mm,self-propelled gun,Artillery,1972,Yes,19,Yes,1973,Yes,New,0.85,0.85,16.15,No
Austria,M-109 155mm,self-propelled gun,Artillery,1972,Yes,19,Yes,1974,Yes,New,0.85,0.85,16.15,No
Austria,M-109A1 155mm,self-propelled gun,Artillery,1987,No,6,No,1987,No,New,1.1,1.1,6.6,No
Austria,M-109A1 155mm,self-propelled gun,Artillery,1987,No,12,No,1988,No,New,1.1,1.1,13.2,No
Austria,M-109A5 155mm,self-propelled gun,Artillery,1995,No,27,Yes,1997,No,New,1.25,1.25,33.75,No
Austria,M-109A5 155mm,self-propelled gun,Artillery,1995,No,27,Yes,1998,No,New,1.25,1.25,33.75,No
Austria,M-114 155mm,towed gun,Artillery,1957,Yes,24,Yes,1958,Yes,Second hand,0.5,0.2,4.8,No
Austria,M-2 107mm,mortar,Artillery,1955,Yes,68,Yes,1956,Yes,Second hand,0.2,0.08,5.44,No
Austria,M-30 107mm,mortar,Artillery,1955,Yes,17,Yes,1956,Yes,New,0.25,0.25,4.25,No
Austria,M-30 107mm,mortar,Artillery,1955,Yes,17,Yes,1957,Yes,New,0.25,0.25,4.25,No
Austria,M-41,light tank,Armoured vehicles,1958,Yes,21,Yes,1959,Yes,Second hand,1.1,0.44,9.24,No
Austria,M-41,light tank,Armoured vehicles,1958,Yes,21,Yes,1960,Yes,Second hand,1.1,0.44,9.24,No
Austria,M-42,self-propelled AA gun,Air defence systems,1956,Yes,16,Yes,1956,No,New,1.2,1.2,19.2,No
Austria,M-42,self-propelled AA gun,Air defence systems,1965,No,22,Yes,1965,No,Second hand,1.2,0.48,10.56,No
Austria,M-47,tank,Armoured vehicles,1956,Yes,153,No,1957,No,Second hand,1.05,0.42,64.26,No
Austria,M-59 155mm,towed gun,Artillery,1955,Yes,24,Yes,1956,Yes,Second hand,0.75,0.3,7.2,No
Austria,M-60A1,tank,Armoured vehicles,1962,Yes,100,No,1963,No,New,1.8,1.8,180,No
Austria,M-60A1,tank,Armoured vehicles,1962,Yes,20,No,1962,No,New,1.8,1.8,36,No
Austria,M-60A3,tank,Armoured vehicles,1980,No,50,No,1983,No,New,2.1,2.1,105,No
Austria,M-7 105mm,self-propelled gun,Artillery,1955,Yes,18,Yes,1956,Yes,Second hand,0.75,0.3,5.4,No
Austria,M-8 Greyhound,armoured car,Armoured vehicles,1952,Yes,25,Yes,1953,No,Second hand,0.19,0.08,1.9,No
Austria,M-88 AV,ARV,Armoured vehicles,1977,Yes,5,Yes,1978,Yes,New,1.5,1.5,7.5,No
Austria,M-88 AV,ARV,Armoured vehicles,1977,Yes,15,Yes,1979,Yes,New,1.5,1.5,22.5,No
Austria,M-88 AV,ARV,Armoured vehicles,1977,Yes,15,Yes,1980,Yes,New,1.5,1.5,22.5,No
Austria,O-1,light aircraft,Aircraft,1957,Yes,22,No,1957,No,New,0.09,0.09,1.98,No
Austria,O-1,light aircraft,Aircraft,1957,Yes,8,No,1958,No,New,0.09,0.09,0.72,No
Austria,S-65,transport helicopter,Aircraft,1969,No,2,No,1970,No,New,10,10,20,No
Austria,S-70L Black Hawk,transport helicopter,Aircraft,2000,No,9,Yes,2002,No,New,7.25,7.25,65.25,No
Austria,Super Cub,light aircraft,Aircraft,1957,Yes,1,No,1958,No,New,0.06,0.06,0.06,No
Austria,Super Cub,light aircraft,Aircraft,1956,Yes,5,No,1957,No,New,0.06,0.06,0.3,No
Austria,T-6 Texan,trainer aircraft,Aircraft,1957,Yes,10,No,1957,No,Second hand,0.25,0.1,1,No
Austria,TPS-1,air search radar,Sensors,1956,Yes,3,Yes,1957,Yes,Second hand,2.5,1,3,No
Austria,TPS-1,air search radar,Sensors,1958,Yes,3,Yes,1959,Yes,New,2.5,2.5,7.5,No
Austria,vehicle engine 801-1100,vehicle engine,Engines,1986,No,80,Yes,1989,No,New,0.16,0.16,12.8,No
Austria,vehicle engine 801-1100,vehicle engine,Engines,1986,No,40,Yes,1988,No,New,0.16,0.16,6.4,No
African Union**,M-ATV,APV,Armoured vehicles,2015,Yes,20,No,2015,No,Second hand,0.25,0.1,2,No
Australia,A-4E Skyhawk,FGA aircraft,Aircraft,1966,No,5,No,1967,No,New,9,9,45,No
Australia,A-4E Skyhawk,FGA aircraft,Aircraft,1966,No,5,No,1968,No,New,9,9,45,No
Australia,A-4E Skyhawk,FGA aircraft,Aircraft,1971,No,10,No,1971,No,New,9,9,90,No
Australia,Adams,destroyer,Ships,1962,No,2,No,1965,No,New,275,275,550,No
Australia,Adams,destroyer,Ships,1963,No,1,No,1967,No,New,275,275,275,No
Australia,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2006,No,200,Yes,2009,No,New,0.05,0.05,10,No
Australia,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2006,No,200,Yes,2008,No,New,0.05,0.05,10,No
Australia,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2006,No,50,Yes,2006,No,New,0.05,0.05,2.5,No
Australia,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2006,No,50,Yes,2007,Yes,New,0.05,0.05,2.5,No
Australia,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2013,Yes,300,Yes,2015,Yes,New,0.05,0.05,15,No
Australia,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2013,Yes,150,Yes,2014,No,New,0.05,0.05,7.5,No
Australia,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2013,Yes,150,Yes,2016,Yes,New,0.05,0.05,7.5,No
Australia,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2021,No,50,Yes,2022,No,New,0.05,0.05,2.5,No
Australia,AGM-114 Hellfire-2,anti-tank missile/ASM,Missiles,2021,No,100,Yes,2023,No,New,0.05,0.05,5,No
Australia,AGM-154,guided glide bomb,Missiles,2007,Yes,5,Yes,2010,Yes,New,0.4,0.4,2,No
Australia,AGM-154,guided glide bomb,Missiles,2007,Yes,5,Yes,2011,No,New,0.4,0.4,2,No
Australia,AGM-154,guided glide bomb,Missiles,2007,Yes,5,Yes,2012,No,New,0.4,0.4,2,No
Australia,AGM-154,guided glide bomb,Missiles,2007,Yes,10,Yes,2014,No,New,0.4,0.4,4,No
Australia,AGM-154,guided glide bomb,Missiles,2007,Yes,5,Yes,2009,Yes,New,0.4,0.4,2,No
Australia,AGM-154,guided glide bomb,Missiles,2007,Yes,10,Yes,2015,Yes,New,0.4,0.4,4,No
Australia,AGM-154,guided glide bomb,Missiles,2007,Yes,10,Yes,2016,Yes,New,0.4,0.4,4,No
Australia,AGM-158A JASSM,ASM,Missiles,2006,Yes,50,Yes,2012,No,New,0.64,0.64,32,No
Australia,AGM-158A JASSM,ASM,Missiles,2006,Yes,50,Yes,2011,No,New,0.64,0.64,32,No
Australia,AGM-158A JASSM,ASM,Missiles,2006,Yes,62,Yes,2013,No,New,0.64,0.64,39.68,No
Australia,AGM-158A JASSM,ASM,Missiles,2006,Yes,50,Yes,2010,No,New,0.64,0.64,32,No
Australia,AGM-158A JASSM,ASM,Missiles,2006,Yes,48,Yes,2009,No,New,0.64,0.64,30.72,No
Australia,AGM-88E,anti-radar missile,Missiles,2015,No,8,Yes,2017,Yes,New,0.6,0.6,4.8,No
Australia,AGM-88E,anti-radar missile,Missiles,2015,No,8,Yes,2016,Yes,New,0.6,0.6,4.8,No
Australia,AGM-88E,anti-radar missile,Missiles,2018,No,5,Yes,2020,Yes,New,0.6,0.6,3,No
Australia,AGM-88E,anti-radar missile,Missiles,2018,No,5,Yes,2022,No,New,0.6,0.6,3,No
Australia,AIM-120B AMRAAM,BVRAAM,Missiles,2000,Yes,40,Yes,2006,Yes,New,0.4,0.4,16,No
Australia,AIM-120B AMRAAM,BVRAAM,Missiles,2000,Yes,45,Yes,2003,No,New,0.4,0.4,18,No
Australia,AIM-120B AMRAAM,BVRAAM,Missiles,2000,Yes,45,Yes,2004,Yes,New,0.4,0.4,18,No
Australia,AIM-120B AMRAAM,BVRAAM,Missiles,2000,Yes,40,Yes,2001,No,New,0.4,0.4,16,No
Australia,AIM-120B AMRAAM,BVRAAM,Missiles,2000,Yes,40,Yes,2002,No,New,0.4,0.4,16,No
Australia,AIM-120B AMRAAM,BVRAAM,Missiles,2000,Yes,40,Yes,2005,Yes,New,0.4,0.4,16,No
Australia,AIM-120C AMRAAM,BVRAAM,Missiles,2013,Yes,4,Yes,2015,Yes,New,0.6,0.6,2.4,No
Australia,AIM-120C AMRAAM,BVRAAM,Missiles,2013,Yes,106,Yes,2016,Yes,New,0.6,0.6,63.6,No
Australia,AIM-120C AMRAAM,BVRAAM,Missiles,2019,Yes,54,Yes,2023,Yes,New,0.6,0.6,32.4,No
Australia,AIM-120D AMRAAM,BVRAAM,Missiles,2018,Yes,25,Yes,2019,No,New,0.8,0.8,20,No
Australia,AIM-120D AMRAAM,BVRAAM,Missiles,2018,Yes,50,Yes,2020,No,New,0.8,0.8,40,No
Australia,AIM-120D AMRAAM,BVRAAM,Missiles,2018,Yes,50,Yes,2021,No,New,0.8,0.8,40,No
Australia,AIM-120D AMRAAM,BVRAAM,Missiles,2018,Yes,50,Yes,2022,No,New,0.8,0.8,40,No
Australia,AIM-120D AMRAAM,BVRAAM,Missiles,2018,Yes,50,Yes,2023,Yes,New,0.8,0.8,40,No
Australia,AIM-7C,SRAAM,Missiles,1969,Yes,144,No,1970,No,New,0.1,0.1,14.4,No
Australia,AIM-7M,BVRAAM,Missiles,1984,No,150,Yes,1988,No,New,0.18,0.18,27,No
Australia,AIM-7M,BVRAAM,Missiles,1984,No,150,Yes,1989,No,New,0.18,0.18,27,No
Australia,AIM-7P,BVRAAM,Missiles,1991,Yes,10,No,1997,No,New,0.2,0.2,2,No
Australia,AIM-7P,BVRAAM,Missiles,1991,Yes,8,Yes,1996,No,New,0.2,0.2,1.6,No
Australia,AIM-7P,BVRAAM,Missiles,1991,Yes,4,Yes,1998,No,New,0.2,0.2,0.8,No
Australia,AIM-7P,BVRAAM,Missiles,1991,Yes,10,Yes,1999,No,New,0.2,0.2,2,No
Australia,AIM-9B Sidewinder,SRAAM,Missiles,1959,Yes,300,Yes,1961,Yes,New,0.04,0.04,12,No
Australia,AIM-9B Sidewinder,SRAAM,Missiles,1959,Yes,300,Yes,1960,No,New,0.04,0.04,12,No
Australia,AIM-9B Sidewinder,SRAAM,Missiles,1963,Yes,200,Yes,1964,Yes,New,0.04,0.04,8,No
Australia,AIM-9L,SRAAM,Missiles,1983,Yes,60,Yes,1989,Yes,New,0.11,0.11,6.6,No
Australia,AIM-9L,SRAAM,Missiles,1983,Yes,50,Yes,1990,Yes,New,0.11,0.11,5.5,No
Australia,AIM-9L,SRAAM,Missiles,1983,Yes,60,Yes,1985,Yes,New,0.11,0.11,6.6,No
Australia,AIM-9L,SRAAM,Missiles,1983,Yes,60,Yes,1986,Yes,New,0.11,0.11,6.6,No
Australia,AIM-9L,SRAAM,Missiles,1983,Yes,60,Yes,1987,Yes,New,0.11,0.11,6.6,No
Australia,AIM-9L,SRAAM,Missiles,1983,Yes,60,Yes,1988,Yes,New,0.11,0.11,6.6,No
Australia,AIM-9L,SRAAM,Missiles,1983,Yes,50,Yes,1983,Yes,New,0.11,0.11,5.5,No
Australia,AIM-9L,SRAAM,Missiles,1983,Yes,50,Yes,1984,Yes,New,0.11,0.11,5.5,No
Australia,AIM-9X,BVRAAM,Missiles,2008,No,5,Yes,2009,Yes,New,0.18,0.18,0.9,No
Australia,AIM-9X,BVRAAM,Missiles,2008,No,42,Yes,2010,Yes,New,0.18,0.18,7.56,No
Australia,AIM-9X,BVRAAM,Missiles,2014,Yes,42,Yes,2019,No,New,0.18,0.18,7.56,No
Australia,AIM-9X,BVRAAM,Missiles,2014,Yes,42,Yes,2020,No,New,0.18,0.18,7.56,No
Australia,AIM-9X,BVRAAM,Missiles,2014,Yes,43,Yes,2021,No,New,0.18,0.18,7.74,No
Australia,AIM-9X,BVRAAM,Missiles,2014,Yes,42,Yes,2022,No,New,0.18,0.18,7.56,No
Australia,aircraft engine 3001-4500,aircraft engine,Engines,2005,Yes,4,Yes,2008,Yes,New,1.1,1.1,4.4,No
Australia,aircraft engine 3001-4500,aircraft engine,Engines,2005,Yes,4,Yes,2007,Yes,New,1.1,1.1,4.4,No
Australia,aircraft engine 3001-4500,aircraft engine,Engines,2005,Yes,4,Yes,2006,Yes,New,1.1,1.1,4.4,No
Australia,aircraft engine 4501-6000,aircraft engine,Engines,2012,No,4,Yes,2015,No,New,1.5,1.5,6,No
Australia,aircraft engine 4501-6000,aircraft engine,Engines,2012,No,4,Yes,2016,No,New,1.5,1.5,6,No
Australia,aircraft engine 4501-6000,aircraft engine,Engines,2012,No,6,Yes,2017,No,New,1.5,1.5,9,No
